keyword,region,match_type,lb,ub,source,nn_keyword,nn_region,nn_match_type,nn_hist_min,nn_hist_max,cosine_sim,tier
adobe generative ai course,usa,broad match,0.6860572499054816,4.259272093163198,nearest_neighbor,generative ai course,usa,broad match,0.72,4.47,0.9528572915353911,same_region_and_match
adobe generative ai course,usa,exact match,1.5341002393719798,33.3690623495694,nearest_neighbor,generative ai course,usa,exact match,1.61,35.02,0.9528572915353911,same_region_and_match
adobe generative ai course,usa,phrase match,2.1915717705313993,21.896660559483287,nearest_neighbor,generative ai course,usa,phrase match,2.3,22.98,0.9528572915353911,same_region_and_match
adobe generative ai course,a,broad match,0.5717143749212347,1.7818431351711814,nearest_neighbor,generative ai course,a,broad match,0.6,1.87,0.9528572915353911,same_region_and_match
adobe generative ai course,b,broad match,0.19057145830707822,2.715643280875865,nearest_neighbor,generative ai course,b,broad match,0.2,2.85,0.9528572915353911,same_region_and_match
adobe generative ai course,b,exact match,0.1619857395610165,5.221657957613944,nearest_neighbor,generative ai course,b,exact match,0.17,5.48,0.9528572915353911,same_region_and_match
adobe generative ai course,b,phrase match,0.09528572915353911,9.70008722783028,nearest_neighbor,generative ai course,b,phrase match,0.1,10.18,0.9528572915353911,same_region_and_match
adobe generative ai course,c,broad match,0.10072476173170855,1.7855753216075605,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9156796521064413,same_region_and_match
advanced generative ai course,usa,broad match,0.7057430310852506,4.381487984654264,nearest_neighbor,generative ai course,usa,broad match,0.72,4.47,0.9801986542850702,same_region_and_match
advanced generative ai course,a,broad match,0.5881191925710422,1.8329714835130815,nearest_neighbor,generative ai course,a,broad match,0.6,1.87,0.9801986542850702,same_region_and_match
advanced generative ai course,b,broad match,0.19603973085701407,2.79356616471245,nearest_neighbor,generative ai course,b,broad match,0.2,2.85,0.9801986542850702,same_region_and_match
advanced generative ai course,c,broad match,0.10407669784751587,1.844996007296872,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9461517986137806,same_region_and_match
advanced generative ai course,c,exact match,0.12742582505705913,3.21505158605503,nearest_neighbor,generative ai course,c,exact match,0.13,3.28,0.9801986542850702,same_region_and_match
advanced generative ai course,c,phrase match,0.12742582505705913,1.9898032681986924,nearest_neighbor,generative ai course,c,phrase match,0.13,2.03,0.9801986542850702,same_region_and_match
ai and generative ai course,usa,broad match,0.7026939654152146,4.362558368619457,nearest_neighbor,generative ai course,usa,broad match,0.72,4.47,0.9759638408544646,same_region_and_match
ai and generative ai course,usa,exact match,1.5713017837756882,34.17825370672335,nearest_neighbor,generative ai course,usa,exact match,1.61,35.02,0.9759638408544646,same_region_and_match
ai and generative ai course,usa,phrase match,2.2447168339652683,22.4276490628356,nearest_neighbor,generative ai course,usa,phrase match,2.3,22.98,0.9759638408544646,same_region_and_match
ai and generative ai course,a,broad match,0.5855783045126788,1.825052382397849,nearest_neighbor,generative ai course,a,broad match,0.6,1.87,0.9759638408544646,same_region_and_match
ai and generative ai course,a,phrase match,0.4391837283845091,7.592998681847735,nearest_neighbor,generative ai course,a,phrase match,0.45,7.78,0.9759638408544646,same_region_and_match
ai and generative ai course,b,broad match,0.19519276817089293,2.781496946435224,nearest_neighbor,generative ai course,b,broad match,0.2,2.85,0.9759638408544646,same_region_and_match
ai and generative ai course,b,exact match,0.165913852945259,5.3482818478824665,nearest_neighbor,generative ai course,b,exact match,0.17,5.48,0.9759638408544646,same_region_and_match
