Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff
advanced engineering mathematics course,USA,Exact match,existing searches,4.015634710886125,2.743723829683,1.7543786367737595,2.7437243,-5.164778884569898e-07
advanced engineering mathematics course,USA,Phrase match,existing searches,4.015634710886132,3.0968072798829995,1.7543788340669595,3.0968075,-1.9997539890681537e-07
advanced engineering mathematics course,USA,Broad match,existing searches,4.0156347108861326,3.408971828873,1.754378837997756,3.408972,-1.9604460232969245e-07
aerodynamic courses,USA,Exact match,existing searches,4.015634710886132,5.552224941083001,1.7543791006288991,5.5522246,3.0500511982722855e-07
aerodynamic courses,USA,Phrase match,existing searches,4.015634710886131,5.9053083912830004,1.754378940294231,5.905308,6.215076098214922e-07
aerodynamic courses,USA,Broad match,existing searches,4.015634710886131,6.217472940273001,1.754378705806448,6.2174726,3.8701982685296343e-07
ansys course,USA,Exact match,existing searches,4.015634710886125,2.977289896183001,1.7543785383033623,2.9772902,-2.5732041697423824e-07
ansys course,USA,Phrase match,existing searches,4.0156347108861254,3.3303733463829994,1.754378854805851,3.3303733,5.91820716877578e-08
ansys course,USA,Broad match,existing searches,4.015634710886122,3.4453591438830005,1.754378947883855,3.445359,1.522600756587167e-07
best courses for robotics,USA,Exact match,existing searches,4.01563471088612,2.830010415683,1.7543784395553756,2.830011,-4.752776932015479e-07
best courses for robotics,USA,Phrase match,existing searches,4.0156347108861326,3.183093865883001,1.754378875267156,3.183094,-1.587752023191058e-07
best courses for robotics,USA,Broad match,existing searches,4.015634710886117,3.298079663382999,1.7543789683451574,3.2980797,-6.569720101268217e-08
best robotics courses in the world,USA,Exact match,existing searches,4.015634710886131,2.8300104156830006,1.754378439555376,2.830011,-4.752776927574587e-07
best robotics courses in the world,USA,Phrase match,existing searches,4.015634710886131,3.183093865883,1.7543788752671552,3.183094,-1.5877520320728422e-07
best robotics courses in the world,USA,Broad match,existing searches,4.015634710886122,3.2980796633829996,1.7543789683451578,3.2980797,-6.569720056859296e-08
boston university engineering courses,USA,Exact match,existing searches,4.015634710886113,2.897697450283002,1.7543785587577334,2.897698,-4.7528462499002444e-07
boston university engineering courses,USA,Phrase match,existing searches,4.015634710886121,3.2507809004829995,1.7543788752602212,3.250781,-1.5878213721620682e-07
boston university engineering courses,USA,Broad match,existing searches,4.015634710886125,3.3657666979830005,1.7543789683382252,3.3657668,-6.570413324524793e-08
catia course,USA,Exact match,existing searches,1.7556347321096855,1.7015529333000001,0.5528262315635499,1.7015529,6.541059582865216e-08
civil engineering course,USA,Exact match,existing searches,1.7556347321096606,1.8955801589999997,0.7522612674747311,1.8955803,-1.327480472212983e-07
civil engineering course,USA,Phrase match,existing searches,4.01563471088616,3.2507809004829995,1.7543788752602212,3.250781,-1.5878213721620682e-07
civil engineering course,USA,Broad match,existing searches,4.015634710886123,3.3657666979830005,1.7543789683382252,3.3657668,-6.570413324524793e-08
civil engineering courses,USA,Exact match,existing,4.015634710886125,2.8976974502830006,1.754378558757732,2.897698,-4.7528462632229207e-07
civil engineering courses,USA,Phrase match,existing,4.015634710886132,3.2507809004829995,1.7543788752602212,3.250781,-1.5878213721620682e-07
civil engineering courses,USA,Broad match,existing,4.015634710886132,3.3657666979830005,1.7543789683382252,3.3657668,-6.570413324524793e-08
class central courses,USA,Exact match,existing searches,4.015634710886132,3.2743897988830004,1.754378612283269,3.2743902,-4.217590894306511e-07
class central courses,USA,Phrase match,existing searches,4.0156347108861254,3.370424154483,1.7543786794768965,3.3704243,-1.1614688277816754e-07
