keyword,region,match,bid,predicted_clicks,predicted_epc,conv_value,cost,profit,is_new_keyword,hist_min_cpc,hist_avg_cpc,hist_max_cpc,lambda
top generative ai courses,C,Broad match,0.10000724722927146,11.961634553400218,83.05102507415523,993.4260112223232,1.1962501440480917,992.229761078275,True,,,,2.0
top generative ai courses,A,Broad match,0.4099999855548062,7.7204444061899995,98.73249580317989,762.2587449328378,3.1653820950145843,759.0933628378232,True,,,,2.0
top generative ai courses,USA,Broad match,0.7164445899979484,8.59450429499,82.82610984428425,711.8493567940144,6.157486105859716,705.6918706881547,True,,,,2.0
top generative ai courses,B,Broad match,0.12586188743207216,6.696769246600089,100.59001058948111,673.6280894308144,0.8428680170741432,672.7852214137403,True,,,,2.0
generative ai top courses,B,Broad match,0.2599999996611783,6.436605822965021,89.9137900293204,578.7396244675779,1.6735175117900438,577.0661069557879,True,,,,2.0
generative ai top courses,C,Broad match,0.09953796671146131,7.926446714374996,71.6136816176026,567.6420313621431,0.7889823891956302,566.8530489729475,True,,,,2.0
top generative ai courses online,C,Broad match,0.12304333431879888,12.340650146330251,45.996076667777594,567.621490260827,1.5184347416662474,566.1030555191608,True,,,,2.0
generative ai course curriculum,B,Broad match,0.4199999837532204,6.791550032490363,83.73011290726987,568.6572510357905,2.852450903305136,565.8048001324854,True,,,,2.0
generative ai course curriculum,C,Broad match,0.10391471139540709,8.241382113200222,64.55004977458506,531.9816256184494,0.8564008437924713,531.1252247746569,True,,,,2.0
ai generative courses,C,Broad match,0.10096549425859112,9.580808055574996,55.45687648666026,531.3216889804222,0.9673310207278208,530.3543579596944,True,,,,2.0
generative ai learning course,C,Broad match,0.10403656033840347,12.73730782236012,40.04793413553342,510.1028647338927,1.3251456938097872,508.77771904008296,True,,,,2.0
generative ai top courses,A,Broad match,0.35861104439521974,5.871650876190006,87.00723265068585,510.87609382826724,2.105638853034605,508.77045497523267,True,,,,2.0
generative ai courses and certifications,C,Broad match,0.1314632731690621,11.022117524574972,46.02504605377094,507.2934666786389,1.4490036470347059,505.84446303160416,True,,,,2.0
harvard generative ai course,C,Broad match,0.10005664075023492,9.844785195804993,49.60331735847784,488.3340043935595,0.9850361355998913,487.3489682579596,True,,,,2.0
harvard generative ai course,B,Broad match,0.20999999161825963,7.1983159450049685,67.61777336401434,486.7340961719167,1.5116462881166282,485.22244988380004,True,,,,2.0
generative ai courses andrew ng,C,Broad match,0.1023318111540581,16.957752677304985,28.387478977606094,481.3878476344387,1.7353175445711968,479.65253008986747,True,,,,2.0
generative ai top courses,USA,Broad match,0.7172220887904384,6.556298237965006,71.39581616605699,468.0922637275929,4.702321916966332,463.38994181062657,True,,,,2.0
generative ai course curriculum,A,Broad match,0.41999998375321757,5.75962464549,80.2659700762106,462.30185944510544,2.4190422575304313,459.88281718757503,True,,,,2.0
top generative ai courses online,B,Broad match,0.13250820618947423,7.075784839530229,63.4423880164778,448.9046873105879,0.9375995564688274,447.96708775411906,True,,,,2.0
harvard generative ai course,A,Broad match,0.5464366476368498,6.7477757906199995,66.05597509855954,445.7309095958576,3.6872319820314865,442.0436776138261,True,,,,2.0
generative ai course curriculum,USA,Broad match,0.7195794220194571,6.9112424474899985,64.32076578008856,444.53640671441025,4.973187845801191,439.56321886860906,True,,,,2.0
generative ai courses,C,Broad match,0.10272846384735979,9.200575870574985,47.46017528328351,436.6609435246376,0.9451610256952532,435.71578249894236,False,,,,2.0
generative ai course roadmap,C,Broad match,0.10313124452420208,8.076218686644975,53.750647579464335,434.10198440053836,0.832910484203313,433.26907391633506,True,,,,2.0
generative ai courses with certification,C,Broad match,0.13137773446445128,9.16676351433497,45.23209161478891,414.6318870915037,1.20430862288472,413.427578468619,True,,,,2.0
top generative ai courses online,A,Broad match,0.22715692489624312,6.82596843373,60.51342609526241,413.06273634311447,1.5505659988449318,411.5121703442695,True,,,,2.0
good generative ai courses,C,Broad match,0.10175129800624538,12.340650146330201,32.94744593564656,406.5929035069432,1.25567717063006,405.3372263363131,True,,,,2.0
best generative ai courses udemy,C,Broad match,0.12649377706218234,11.758123444570504,33.25911586314645,391.06478997614903,1.4873294456671209,389.5774605304819,True,,,,2.0
generative ai learning course,A,Broad match,0.4199999837532198,7.00394079685,55.76316545553523,390.56190949551984,2.9416550208855132,387.62025447463435,True,,,,2.0
advanced generative ai course,C,Broad match,0.10407669784743792,11.515194549360068,32.95935138824389,379.5333434563492,1.198463423768212,378.334880032581,True,,,,2.0
simplilearn generative ai course,C,Broad match,0.259999999661179,5.062657290234995,73.53524704656293,372.2837545495132,1.316290893745764,370.96746365576746,True,,,,2.0
free generative ai courses with certificates,C,Broad match,0.13446832378023532,12.678615167544981,29.233039838957367,370.6344622956516,1.704872129434441,368.92959016621717,True,,,,2.0
generative ai learning path course,C,Broad match,0.20999999161825936,8.940384872700108,41.17186886526186,368.09235358377964,1.8774807483310354,366.2148728354486,True,,,,2.0
ai generative courses,B,Broad match,0.2599999996611789,4.839140694365229,73.74891309876473,356.8813665414373,1.2581765788953567,355.6231899625419,True,,,,2.0
free generative ai courses,C,Broad match,0.1010422221255296,12.151266698375206,29.181600701964435,354.59341281506295,1.2277909888437784,353.3656218262192,True,,,,2.0
ai generative courses,A,Broad match,0.4199999837532161,4.991621772090003,71.18947281657529,355.3509224548266,2.096481063180001,353.2544413916466,True,,,,2.0
courses in generative ai,C,Broad match,0.10135947676941504,9.821510644545212,36.00990700509954,353.67168495966837,0.9955031800163429,352.67618177965204,False,,,,2.0
great learning generative ai course,C,Broad match,0.10372812487897676,11.947530215330119,29.601635855238104,353.66643880365666,1.2392949061711107,352.42714389748556,True,,,,2.0
generative ai certification courses,C,Broad match,0.13219785691915242,8.170192271334997,42.82501112400703,349.8885749051975,1.080081908887909,348.8084929963096,True,,,,2.0
generative ai learning path course,A,Broad match,0.4199999837532193,6.23163425019,56.28794146090205,350.76586388044694,2.6172862838358046,348.1485775966111,True,,,,2.0
generative ai courses and certifications,B,Broad match,0.12207303937127023,5.383926389775099,63.36474325338835,341.1511133832412,0.6572322581510365,340.4938811250901,True,,,,2.0
generative ai free courses,B,Broad match,0.12650624549794035,8.185783811575224,40.61338280363327,332.4523714872888,1.035552776460201,331.41681871082864,True,,,,2.0
generative ai courses and certifications,A,Broad match,0.2910972477314936,5.437937303390001,60.85632946812889,330.9329041621303,1.5829685823532493,329.349935579777,True,,,,2.0
generative ai courses online,C,Broad match,0.12732213110987992,9.013104149594986,36.499239991210075,328.97145142183876,1.1475676282417355,327.823883793597,False,,,,2.0
free generative ai courses with certificates,B,Broad match,0.12486344351021206,7.040424032745095,46.57152334338909,327.88327218834576,0.8790915885006065,327.00418059984514,True,,,,2.0
generative ai courses coursera,C,Broad match,0.10100675480441754,11.898243561505,27.534136109904107,327.60785769126886,1.201802970020175,326.40605472124867,True,,,,2.0
generative ai free courses,A,Broad match,0.3600562371864454,8.517352638389992,38.46982305868139,327.6610489272561,3.066725941768744,324.59432298548734,True,,,,2.0
good generative ai courses,A,Broad match,0.41999998375321956,6.60728312082,48.675599023537835,321.613463824024,2.775058803397322,318.8384050206267,True,,,,2.0
generative ai free courses,C,Broad match,0.09962101703115796,13.823974946374996,23.068569938793626,318.8993328825825,1.3771584435711244,317.52217443901134,True,,,,2.0
generative ai course andrew ng,C,Broad match,0.101173298263128,8.850300044945,35.965283012832,318.3035458649267,0.8954140461653955,317.4081318187613,True,,,,2.0
mit ai program,C,Broad match,0.07711907443292265,15.110088885100069,21.072184872438026,318.40258642579965,1.1652760694181095,317.23731035638156,False,,,,2.0
ai generated courses,C,Broad match,0.11120368718182534,19.58274616563499,16.03463648804939,314.00221620370013,2.177673578764363,311.82454262493576,False,,,,2.0
free generative ai courses with certificates,A,Broad match,0.29775128837049725,7.094434946359999,44.084956071486246,312.7578529622974,2.1123771455393694,310.64547581675805,True,,,,2.0
free generative ai courses,B,Broad match,0.1265618415208869,6.5130755635750806,46.718691878489494,304.2823704359835,0.8243068372907505,303.4580635986928,True,,,,2.0
generative ai certification,C,Broad match,0.12206112576003147,6.5334583043349985,46.52462623557149,303.96670563487646,0.7974812757333563,303.16922435914313,False,,,,2.0
generative ai course simplilearn,A,Broad match,0.576924063938925,5.32209253036,57.26186487126364,304.7529433058359,3.070443251274288,301.6825000545616,True,,,,2.0
certification for artificial intelligence,C,Broad match,0.09332875901253185,14.581521043800201,20.75062413730679,302.5756625301274,1.3608752635329908,301.2147872665944,False,,,,2.0
generative ai courses andrew ng,B,Broad match,0.1271276187016248,6.535282442505228,45.920477438577095,300.10328995579033,0.8308148944582279,299.2724750613321,True,,,,2.0
generative ai courses,B,Broad match,0.25999999966117926,4.458908509365117,65.74224337514133,293.13864841017016,1.1593162109241597,291.979332199246,False,0.13,0.3738461538461539,0.63,2.0
top courses for generative ai,B,Broad match,0.33000000358423826,6.3590088309652515,46.06601080770811,292.9341695335566,2.098472937010736,290.83569659654586,True,,,,2.0
generative ai courses,A,Broad match,0.419999983753219,4.611389587090003,63.18280309295298,291.3605202660014,1.9367835516575647,289.4237367143438,False,0.37,1.326,4.33,2.0
