keyword,region,match,bid,predicted_clicks,predicted_epc,conv_value,cost,profit,is_new_keyword,hist_min_cpc,hist_avg_cpc,hist_max_cpc,lambda
top generative ai courses,C,Broad match,0.10000724722920147,11.961634553400204,83.05102507415488,993.4260112223177,1.196250144047253,992.2297610782705,True,,,,1.0
top generative ai courses,A,Broad match,0.40999998555480605,7.7204444061899995,98.73249580318002,762.2587449328388,3.165382095014583,759.0933628378242,True,,,,1.0
top generative ai courses,USA,Broad match,0.7164445899979484,8.59450429499,82.82610984428425,711.8493567940144,6.157486105859716,705.6918706881547,True,,,,1.0
top generative ai courses,B,Broad match,0.12586188743207163,6.696769246600089,100.59001058948111,673.6280894308144,0.8428680170741396,672.7852214137403,True,,,,1.0
generative ai top courses,B,Broad match,0.25999999966117926,6.436605822965021,89.91379002932389,578.7396244676004,1.6735175117900498,577.0661069558104,True,,,,1.0
generative ai top courses,C,Broad match,0.09953796671146076,7.926446714374996,71.61368161760264,567.6420313621435,0.7889823891956258,566.8530489729478,True,,,,1.0
top generative ai courses online,C,Broad match,0.12304333431879887,12.340650146330203,45.99607666777764,567.6214902608255,1.5184347416662414,566.1030555191592,True,,,,1.0
generative ai course curriculum,B,Broad match,0.4199999837532205,6.791550032490363,83.73011290727348,568.657251035815,2.8524509033051366,565.8048001325099,True,,,,1.0
generative ai course curriculum,C,Broad match,0.10391471139540716,8.241382113200217,64.5500497745851,531.9816256184494,0.8564008437924713,531.1252247746569,True,,,,1.0
ai generative courses,C,Broad match,0.10096549425859094,9.580808055574996,55.45687648666026,531.3216889804222,0.9673310207278192,530.3543579596944,True,,,,1.0
generative ai learning course,C,Broad match,0.10403656033840347,12.737307822360096,40.047934135533474,510.10286473389243,1.3251456938097848,508.7777190400827,True,,,,1.0
generative ai top courses,A,Broad match,0.3586110443952188,5.871650876190006,87.00723265068609,510.87609382826867,2.1056388530345993,508.7704549752341,True,,,,1.0
generative ai courses and certifications,C,Broad match,0.13146327316906226,11.022117524574972,46.02504605377094,507.2934666786389,1.4490036470347079,505.84446303160416,True,,,,1.0
harvard generative ai course,C,Broad match,0.10005664075023474,9.844785195804993,49.60331735847783,488.3340043935594,0.9850361355998896,487.3489682579595,True,,,,1.0
harvard generative ai course,B,Broad match,0.20999999161826008,7.198315945004971,67.61777336401667,486.73409617193363,1.511646288116632,485.222449883817,True,,,,1.0
generative ai courses andrew ng,C,Broad match,0.10233181115405761,16.957752677304985,28.387478977606108,481.38784763443897,1.7353175445711886,479.65253008986775,True,,,,1.0
generative ai top courses,USA,Broad match,0.7172220887904383,6.556298237965006,71.39581616605699,468.0922637275929,4.702321916966332,463.38994181062657,True,,,,1.0
generative ai course curriculum,A,Broad match,0.4199999837532194,5.75962464549,80.26597007621062,462.30185944510555,2.419042257530442,459.8828171875751,True,,,,1.0
top generative ai courses online,B,Broad match,0.13250820618947431,7.075784839530229,63.442388016477906,448.90468731058866,0.937599556468828,447.9670877541198,True,,,,1.0
harvard generative ai course,A,Broad match,0.5464366476368498,6.7477757906199995,66.05597509855954,445.7309095958576,3.6872319820314865,442.0436776138261,True,,,,1.0
generative ai course curriculum,USA,Broad match,0.7195794220194589,6.9112424474899985,64.32076578008858,444.5364067144103,4.9731878458012035,439.5632188686091,True,,,,1.0
generative ai courses,C,Broad match,0.10272846384735898,9.200575870574985,47.460175283283625,436.66094352463864,0.9451610256952457,435.7157824989434,False,,,,1.0
generative ai course roadmap,C,Broad match,0.10313124452420175,8.076218686644975,53.75064757946437,434.10198440053864,0.8329104842033104,433.26907391633534,True,,,,1.0
generative ai courses with certification,C,Broad match,0.13137773446445128,9.16676351433497,45.23209161478891,414.6318870915037,1.20430862288472,413.427578468619,True,,,,1.0
top generative ai courses online,A,Broad match,0.22715692489624323,6.82596843373,60.51342609526241,413.06273634311447,1.5505659988449325,411.5121703442695,True,,,,1.0
good generative ai courses,C,Broad match,0.10175129800624538,12.340650146330251,32.94744593564665,406.59290350694585,1.2556771706300651,405.3372263363158,True,,,,1.0
best generative ai courses udemy,C,Broad match,0.12649377706207426,11.758123444570208,33.2591158631459,391.0647899761327,1.4873294456658126,389.5774605304669,True,,,,1.0
generative ai learning course,A,Broad match,0.4199999837532204,7.00394079685,55.76316545553523,390.56190949551984,2.9416550208855177,387.62025447463435,True,,,,1.0
advanced generative ai course,C,Broad match,0.10407669784743726,11.515194549360073,32.95935138824388,379.5333434563493,1.1984634237682048,378.3348800325811,True,,,,1.0
simplilearn generative ai course,C,Broad match,0.25999999966117926,5.062657290234995,73.53524704656293,372.2837545495132,1.3162908937457654,370.96746365576746,True,,,,1.0
free generative ai courses with certificates,C,Broad match,0.13446832378023532,12.678615167544981,29.233039838957367,370.6344622956516,1.704872129434441,368.92959016621717,True,,,,1.0
generative ai learning path course,C,Broad match,0.2099999916182599,8.940384872700115,41.17186886526189,368.09235358378027,1.8774807483310418,366.2148728354492,True,,,,1.0
ai generative courses,B,Broad match,0.25999999966117887,4.839140694365227,73.74891309876473,356.88136654143716,1.2581765788953558,355.6231899625418,True,,,,1.0
free generative ai courses,C,Broad match,0.10104222212552784,12.151266698375206,29.18160070196452,354.593412815064,1.2277909888437568,353.36562182622026,True,,,,1.0
ai generative courses,A,Broad match,0.41999998375321995,4.991621772090003,71.18947281657535,355.3509224548269,2.09648106318002,353.2544413916469,True,,,,1.0
